태마,곡명,가사
추억,눈물이 뚝뚝,"눈물이 뚝뚝

가네요
점점 멀어지네요
가네요
점점 작아지네요
가네요
그댈 좀 더 보고 싶은데
좀 더 기억하고 싶은데
자꾸 번져가네요
널 사랑해
소리쳐서 불러보고 싶어
사랑해
웃으면서 보낼 수가 없어
미안해
뒤돌아 봐줄 수 없겠니
사랑하니까
하루라도 멀어질 수 없어
내 맘을 알잖아
제발 돌아봐줘요 제발
아나요
눈물 흘리는 날 아나요
그냥 서있는 걸 아나요
내 모습이 이래요
널 사랑해
소리쳐서 불러보고 싶어
사랑해
웃으면서 보낼 수가 없어
미안해
뒤돌아 봐줄 수 없겠니
사랑하니까
하루라도 멀어질 수 없어
내 맘을 알잖아
제발 돌아봐줘요 
제발 다시 내게
죽을 만큼 아픈 것 조차
지금 나는 느낄 수도 없어
오직 돌아보기만 바래
기다릴게
이 자리에 멈춘 채로 널 기다릴게
한걸음도 움직이지 않고
너만을 기억하고 또 기억할게
사랑하니까
한 순간도 잊지 않을 거야
내 맘을 알잖아
제발 돌아봐줘요
제발 다시 내게"
추억,With Me,"This song is dedicated to 
all the broken heart 
Been there DONE that 
Mr Real slow Real slow 
R U ready 4 Shock 
니 손짓하나 보는 게 난 좋은데 
니 목소리를 듣는 것도 좋은데 
왜 넌 내 마음은 묻지도 않고 
나 니 맘대로 떠나라는지 
날 미워해도 사랑할 수 있는데 
난 너만 보면 행복할 수 있는데 
그런 내 맘까지 아프라는 건지 
왜 가기 싫은 날 떠미는지 
사랑일거라고 믿고있어 
믿고있어 
니 맘이 아닌걸 알고 있어 
아닌걸 
더 많이 사랑할 나 사람 
찾아가란 말 
아픈 니 맘도 다 알 수 있어 
알 수 있어 
더 힘들어도 참을 수도 있는데 
날 사랑하는 니 마음 보여주면 
아직 너를 위해 해두고 싶은 
일들이 너무 많이 있는데 
사랑일거라고 믿고있어 
니 맘이 아닌걸 맘이 아닌걸 
알고 있어 난 알고 있는데 
더 많이 사랑할 사람 찾아가란 말 
아픈 니 맘도 다 알 수 있어 
알수 있어 
지금 어찌 할 수가 없는 
너의 아픔을 
니 곁을 지켜주란 하늘의 뜻 
그게 내 믿음 
내 가슴속 깊은 곳 새겨진 
너의 이름 
널 가까이서 지켜볼 수 
있다는 게 오직 기쁨 
나 없이는 하루도 살수 
없다는 걸 알어 
이제 떠나란 말 그런 
말하지 말어 
cause U the one 
4 me n I the one 4 U 
그런 마음 이 세상 그 
누구보다 난 잘 알어 
사랑이라고만 꼭 믿어줘 
꼭 믿어줘 
너를 가둬두는 내마음도 
Say WE Say WE Say 
너만을 사랑할 자신 아직까지 난 
너의 사랑만큼 남았다고 
사랑일거라고 믿고있어
니 맘이 아닌걸 알고 있어 
더 많이 사랑할 사람 찾아가란 말 
아픈 니 맘도 다 알 수 있어 "
추억,이 밤이 지나면 (화생방실 클레오파트라) (Bonus Track),"불빛만이 가득한 이 밤 
그대와 단 둘이 앉아서
그대 모습을 바라보고만 있네 
사랑스런 그대 눈가에 
슬픈 한 줄기 눈물이 흘러
나의 마음을 아프게만 하는데 
Woo 이 밤이 지나면 우린 
또 다시 헤어져야 하는데
아무런 말 없이 이대로 
그댈 떠나 보내야만 하나 
불빛만이 가득한 이 밤 
슬픈 이별은 다가오지만
지난 추억에 아름다웠던 그대 
모습 사랑해
이별이란 말은 하지마 
그대 사랑을 느끼고 싶어
나는 아직도 하고픈 말 많은데
Woo 이 밤이 지나면 우린 
또 다시 헤어져야 하는데
아무런 말 없이 이대로 
그댈 떠나 보내야만 하나 
이 밤이 지나면 우린
또 다시 헤어져야 하는데
아무런 말 없이 이대로
그댈 떠나 보내야만 하나 
이 밤이 지나면 우린
또 다시 헤어져야 하는데
아무런 말 없이 이대로
그댈 떠나 보내야만 하나
이 밤이 지나면 우린
또 다시 헤어져야 하는데
아무런 말 없이 이대로
그댈 떠나 보내야만 하나"
추억,다시 사랑한다 말할까,"마치 어제 만난 것처럼 
잘있었냔 인사가 무색할 만큼 
괜한 우려였는지 
서먹한 내가 되려 어색했을까
어제 나의 전활 받고서 
밤새 한숨도 못 자 엉망이라며 
수줍게 웃는 얼굴 
어쩌면 이렇게도 그대로일까
그땐 우리 너무 어렸었다며 
지난 얘기들로 웃음 짓다가
아직 혼자라는 너의 그 말에 
불쑥 나도 몰래 가슴이 시려 
다시 사랑한다 말할까 
조금 멀리 돌아왔지만 
기다려왔다고 
널 기다리는 게 나에게 제일 
쉬운 일이라 
시간이 가는 줄 몰랐다고 
다시 사랑한다 말할까 
여전히 난 부족하지만 
받아주겠냐고 
널 사랑하는 게 내 삶에 전부라 
어쩔 수 없다고 말야 
그땐 사랑인줄 몰랐었다며 
가끔 내 소식을 들을 때마다
항상 미안했단 너의 그 말에 
불쑥 나도 몰래 눈물이 흘러 
다시 사랑한다 말할까 
언젠가는 내게 돌아올 
운명이었다고 
널 잊는다는 게 나에게 제일 
힘든 일이라 
생각조차 할 수 없었다고 
다시 사랑한다 말할까 
좋은 친구처럼 편하게 
받아주겠냐고 
다시 태어나도 널 사랑하는 게 
내 삶에 이유란 말야 
다시 사랑한다 말할까 
조금 멀리 돌아왔지만 
기다려왔다고 
널 기다리는 게 나에겐 
제일 쉬운 일이라 
시간이 가는 줄 몰랐다고 
다시 사랑한다 말할까 
여전히 난 부족하지만 
받아주겠냐고 
널 사랑하는 게 내 삶에 전부라 "
추억,선물,"Just one 그냥 보내기 무슨말해도 절대 안울기 
Just twice 거짓말하기 
손흔들어주며 환하게 웃기 
온밤을 새우며 적어도 천만번쯤 다시 맹세하고 
또다짐하고 혼자 웃고울고 
함께 나눈 키스와 우리 함께 나눈 약속들 
너무 많은데 이러면 안되는데 
세상에 그 누구도 내맘 같을수가 없다면 
너의 선물을 감사히 다 받을게 
you're saying good bye 

memories 참 이쁜 숨소리 
뭐든지 원한다면 다 갖는건줄만 알았던 
바보라 해도 정말 사랑한다면 
너무 힘들어도 이해못해도 
헤어지면 안되잖아~ 
너의 눈에 비치는 내가 너무 슬퍼보이면 
맘아플까봐 웃고 또 웃었는데 
밤새워 연습했던 나의 거짓말이 어색해 
참았던 눈물이 끝내는 눈물이 숨막히게 눈물이 
함께 나눈 키스와 우리 함께 나눈 약속들 
너무 많은데 이러면 안되는데 
세상에 그 누구도 내맘 같을수가 없다면 
다시 힘을내 감사히 받을게 
너의 선물을~ 
you're saying good bye 
Just one 그냥 보내기 무슨말해도 절대 안울기 
Just twice 거짓말하기 
손흔들어주며 환하게 웃기 
온밤을 새우며 적어도 천만번쯤 다시 맹세하고 
또다짐하고 혼자 웃고울고 
함께 나눈 키스와 우리 함께 나눈 약속들 
너무 많은데 이러면 안되는데 
세상에 그 누구도 내맘 같을수가 없다면 
너의 선물을 감사히 다 받을게 
you're saying good bye 

memories 참 이쁜 숨소리 
뭐든지 원한다면 다 갖는건줄만 알았던 
바보라 해도 정말 사랑한다면 
너무 힘들어도 이해못해도 
헤어지면 안되잖아~ 
너의 눈에 비치는 내가 너무 슬퍼보이면 
맘아플까봐 웃고 또 웃었는데 
밤새워 연습했던 나의 거짓말이 어색해 
참았던 눈물이 끝내는 눈물이 숨막히게 눈물이 
함께 나눈 키스와 우리 함께 나눈 약속들 
너무 많은데 이러면 안되는데 
세상에 그 누구도 내맘 같을수가 없다면 
다시 힘을내 감사히 받을게 
너의 선물을~ 
you're saying good bye 
"
추억,낡은 사랑,"더 이상 가슴이 뛰지 않아요
설레는 마음도 없어져요
시간이 더해져 갈 수록
무뎌져만 가는 이런 마음이
미안할 뿐이죠
그대가 먼저 말해주길
나는 바랬나봐요
가슴 아픈 건
차라리 내가 하게요
고장나버린 내 사랑
다시 고칠 수는 없나봐요
그냥 날 밀어내고
미워해주세요
그게 차라리 나을 테죠
사랑한다는 말
수천 번을 들어서 그런가요
미안하다는 말
수만 번을 더 들어서 그런가요
이제와 이런 말
더 들어봐도 소용 없겠죠
빛이 바래진 낡은 사진처럼
우리 사랑도 낡아버린거죠

너무 지겹고 힘들어도
참아왔던 거겠죠
다른 방법도
이제는 없으니까요
약이 닳은 시계처럼
우리 사랑도 멈췄나봐요
그냥 날 잊어내고
지워버리세요
그게 차라리 나을테죠
사랑한다는 말
수천 번을 들어서 그런가요
미안하다는 말
수만 번을 더 들어서 그런가요
이제와 이런 말
더 들어봐도 소용 없겠죠
빛이 바래진 낡은 사진처럼
우리 사랑도 낡아버린거죠
십년이 지나도
늘 꺼내 입던 내 옷처럼
편하고 익숙했던 그대였죠
왜 우리 이렇게 돼버린 건가요
시간의 탓인가요
우리
사랑한다는 말
수천 번을 들어서 그런가요
미안하다는 말
수만 번을 더 들어서 그런가요
이제와 이런 말
더 들어봐도 소용 없겠죠
빛이 바래진 낡은 사진처럼
우리 사랑도 낡아버린거죠

녹이 슬은 내 낡은 사랑
"
추억,연연,"나를 자꾸만 부르지 마
내 마음 문턱을 넘어오지 마
문을 열고 날 알아 버리고 더 힘들면
어떡하려 그래
여기저기 다친 자리인데
못생긴 마음인데
누구도 아닌 너에게만은
보이고 싶지 않아
사랑 내 가슴을 닳게 하는 것
간신히 잦아든 맘 또
연연하게 하고
잊혀졌던 지난 상처 위에 또 하나
지울 수 없는 슬픈 이름 보태고
이내 멀어지는 것
얼마나 맑은 사람인데
눈물이 나도록 눈이 부신데
나 아니면 이런 아픔들은
넌 어쩌면 모르고 살 텐데
너를 보면서 하는 모든 말
사랑한단 뜻이라
쉬운 인사말 그 한마디도
내겐 어려운 거야
사랑 내 가슴을 닳게 하는 것
간신히 잦아든 맘 또
연연하게 하고
잊혀졌던 지난 상처 위에 또 하나
지울 수 없는 슬픈 이름 보태고
이내 멀어진대도
몇 번이라 해도 같은 길로 가겠지
나는 어쩔 수가 없는 니것인 걸
다신 사랑하지 않겠어
눈물로 다짐했던 자리에
어느새 널 향한 맘이 피는 걸
난 알아

사랑은 늘 내 가슴을 닳게 하지만
또 사랑만이
내 가슴을 낫게 하는 걸
너의 사랑만이
내 가슴을 낫게 하는 건
너의 사랑뿐"
추억,기도,"혹시 나를 떠나려는 그대맘이
힘든 나를 위해서 그런 이유인가요
하루만큼 멀어져도 괜찮아요
그대 어디있어도 사랑인걸 믿어요
그땐 난 미처 몰랐죠 나를 보던 그대 눈빛
작은 그대 어깨조차도
안아줄 수 없던 내가 싫었죠 우 워우워~
언제까지 슬픈 운명 우릴갈라 놓아도
또다시 그대맘을 울리지는 않을거예요
어떤것도 나의 그댈 대신할수 없기에
이제는 그대보다 소중한건 내게 없단걸 아나요
나를 보며 웃는 그대 그 미소가 
내게너무나 벅찬 그런 행복인걸요
더가까이 기대와도 괜찮아요
그대 숨결느끼는 지금 이순간 처럼
그땐 난 미처 몰랐죠
나를 보던 그대 눈빛
작은 그대 어깨조차도 안아줄수 없던 내가 싫었죠
우워우워~~
언제까지 슬픈운명 우릴 갈라놓아도
또다시 그대맘을 울리지는 않을거예요
어떤것도 나의 그댈 대신할수 없기에
이제는 그대보다 소중한건 내게 없단걸 아나요

언제까지나 여기 있어요
작은 손길 닫는 곳에
그대 사랑이 나를 불렀죠 그대 곁으로~
언제까지 슬픈운명 우릴 갈라놓아도
또다시 그대맘을 울리지는 않을거예요
어떤것도 나의 그댈 대신할수 없기에
이제는 그대보다 소중한건 내게 없단걸 
라라 리리 라~
"
추억,어깨,"잘 알죠 모든 게
내 맘 같지 않을 때
아무리 뒤척여도
잠은 오지를 않고
전화 속 사람들
이렇게나 많은데
연락할 누구도 곁에 없을 때
혼자만 있고 싶어도
사실 외로울 때
웃어볼 기운도 없을 때가 있죠
할 일은 쌓여서
산더미에 줄어들질 않고
자꾸 한숨만 나올 땐
기대도 돼 기대도 돼요 내게
with you you
언제든
내게 기대 쉬어도 돼요 그대
with you you
다 이해해
유난히 하루가 길게만 느껴질 때
집으로 가는 길 괜히 멀기만 하고
하고픈 이야기 정말 많았었는데
쓴 웃음 지으며 참아버렸죠
누가 툭 건드리기만 하면
금방이라도
울음이 터질 것 같을 때가 있죠
언젠간 괜찮아 질 거라고
애써 생각해도
자꾸 한숨만 나올 땐
기대도 돼 기대도 돼요 내게
with you you
언제든
내게 기대 쉬어도 돼요 그대
with you you
다 이해해
나만 이런건지
혼자 힘든건지
I know I know
잘 하고 있단 걸
그렇게 속으로만
안고있지 말고
you know you know
내가 곁에 있단 걸
기대도 돼 기대도 돼요 내게
with you you
언제든
내게 기대 쉬어도 돼요 그대
with you you
다 이해해
다 이해해
다 이해해
다 이해해"
추억,또 다시 사랑,"아픔이 좀 더 작아질까
의미 없는 만남을 하다가
어느 날 그대가 흘린 눈물
왠지 나와 같다 느껴서
이렇게 그대를 지키는가 봐요
행복하고 싶었던 그대를
몰랐던 누군갈 또 알아가면서
분명 행복할 걸 알겠지만
내가 그대를 만났다는 건
어쩌면 흘러가는 흔한
인연이란 것 일지 모르지만
오늘도 다시 또 다시 사랑해요
사랑 언제나 이번이 마지막이라며
처음인 듯 찾아오니까
어느 날 그대가 숨긴 눈물
왠지 나와 같다 느껴서
이렇게 그대를 지키는 가 봐요
행복하고 싶었던 그대를
몰랐던 누군갈 또 알아가는 게
혹시 두렵기도 하겠지만
내가 그대를 만났다는 건
어쩌면 흘러가는 흔한
인연이란 것일지 모르지만
오늘도 다시 또 다시 사랑해요
사랑 언제나 이번이 마지막이라며
처음인 듯 찾아오니까
절대 우리 작은 다툼조차 하지 마요
이별 후엔 서운함만
가슴속에 남으니
사소한 그 표현이 그 말들이
언제나 나에겐 참
고마울 거예요
내가 그대를 만났다는 건
어쩌면 흘러가는 흔한
인연이란 것 일지 모르지만
오늘도 다시 또 다시 사랑해요
사랑 언제나 이번이 마지막이라며
처음인 듯 찾아오니까
사랑 언제나 이번이 마지막이라며"
추억,내게 와줘서,"그댄 줄 알았죠 처음 봤던 그 순간
숨이 멎을 듯 심장이 멈춰 버렸죠
나 하나조차 버겁던 내가
그대를 그리워 늘
하루 하루 바라봤었죠
고마워요 그대 내게 와 줘서
그대 하나면 충분한데 내겐
아무것도 바랄 것이 없죠
늘 그대 곁에서 웃어 줄게
이런 내 맘 알아줘
거기 바로 바로 내가 있을게
아닌 줄 알았죠 처음 봤던 그 순간
어떻게 그대 내게로 다가왔을까
수많은 날을 힘들게 버텨왔는데
그대가 다가올 줄은
나 몰랐던 거죠
고마워요 그대 내게 와 줘서
그대 하나면 충분한데 내겐
아무것도 바랄 것이 없죠
늘 그대 곁에서 웃어 줄게
이런 내 맘 알아줘
거기 바로 바로 내가 있을게
돌아보면 항상 거기 있을 거야
내가 언제든 돌아올 수 있도록
많은 사람들 그 중에
서로를 찾은 우리처럼
행복할 수 있게 함께 할 수 있게
약속해요 눈물 흘리지 않게
그대 아프지 않게 할게 매일
이 모든 게 내겐 기적이죠
늘 그대 곁에서 지켜 줄게
이런 내 맘 알아줘
이젠 내 손 내 손을 잡아 줘
아무것도 바랄 것이 없죠
늘 그대 곁에서 웃어 줄게
이런 내 맘 알아줘
거기 바로 바로 내가 있을게"
추억,추억은 사랑을 닮아,"그대가 부네요
내 가슴 안에 그대라는 바람이
언제나 내게 그랬듯이
내 맘 흔들어 놓고
추억이란 흔적만
남기고 달아나죠
난 길을 잃었죠
늘 그대라는 사람만 보다가
단 한 번 의심하지 않고
여기까지 왔는데
그대 없는 낯설은
길 위에 남아있죠
가져 가세요
좋은 기억마저도
그대가 없이는
내겐 짐만 될텐데
자꾸 꺼내보면
그리움만 커져서
다시 돌아가는 길
발걸음 또 멈추게 하죠
추억은 사랑을 닮아
난 자꾸 돌아보겠죠
그곳엔 아직도 그대가 있어서
그래서 아픈가봐요
한 번쯤 꼭 한 번쯤은
그대도 날 볼까봐
오늘도 기다려요
나 이제 어쩌죠
아무리 그댈 달아나려 해봐도
한뼘도 멀어지지 못해
매일 같은 자리에
매일 같은 무게로
하루를 살아가죠
어딜 보아도 온통 그대 뿐이죠
날 보던 눈빛이
자꾸 맘에 걸려서
다시 눈을 감고
그댈 지우려하면
굳게 다문 입술이 떨려와
참았던 눈물이 흐르죠
추억은 사랑을 닮아
난 자꾸 돌아보겠죠
그곳에 아직도 그대가 있어서
그래서 아픈가봐요
한 번쯤 꼭 한 번쯤은
그대도 날 볼까봐
오늘도 기다려요
어느 날 뒤돌아보다
그대가 나를 본다면
난 어떻게 하죠
아무말 못하는
나를 잘 알잖아요
추억은 바람을 타고
언젠가 흩어질텐데
울어도 소리쳐봐도
모른 척 버리려해도
잊지 못할 그 사람
오늘도 기다려요
나를 잘 알잖아요"
추억,선인장 (Duet),"햇볕이 잘 드는 
그 어느 곳이든
잘 놓아두고서
한 달에 한 번만 잊지 말아줘
물은 모자란 듯하게만 주고
차가운 모습에 무심해 보이고
가시가 돋아서 어둡게 보여도
걱정하진 마
이내 예쁜 꽃을 피울 테니까
언젠가 마음이 
다치는 날 있다거나
이유 없는 눈물이 흐를 때면
나를 기억해
그대에게 작은 위로가 되어줄게
내 머리 위로 눈물을 떨궈
속상했던 마음들까지도
웃는 모습이 비출 때까지
소리 없이 머금고 있을게
그때가 우리 함께 했었던 날
그때가 다시는 올 수 없는 
날이 되면
간직했었던 그대의 눈물 안고
봄에 서 있을게
언젠가 마음이 
다치는 날 있다거나
이유 없는 눈물이 흐를 때면
나를 기억해
그대에게 작은 위로가 되어줄게
그때가 우리 함께 했었던 날
그때가 다시는 올 수 없는 
날이 되면
간직했었던 그대의 눈물 안고
봄에 서 있을게
내 머리 위로 눈물을 떨궈
속상했던 마음들까지도
웃는 모습이 비출 때까지
소리 없이 머금고 있을게
봄에 서 있을게
봄에 서 있을게
봄에 서 있을게"
추억,인형 (Duet. 신혜성),"아침이 오는 소리에 난 잠이 들어요
오늘도 역시 그대 날
잊고 보냈었는지
그렇게도 쉽게 괜찮을수 있는지
항상 변함이 없었던
그대 떠나간게
믿을수 없어 힘들었죠
그냥 그렇게 서로가
조금씩 잊혀 가겠죠
사랑한단말 조차도 소용없겠죠
미안해요 이기적인 나였죠
사랑한단 이유로
내곁에만 두려 했었던걸요
그래요 난 가장 중요한걸
모르고 있었죠
사랑한다면 그대가
언제나 행복해야죠
보고 싶겠죠 그건 어쩔수 없겠죠
하지만 힘들진 않게할게요
한동안 많이 아파
울다 지쳐 그대를 찾겠죠
신경쓰지말아요
난 잠시뿐일 테니까
괜찮아요 이대로 있을게요
당신과 상관없이
그냥 홀로 지킬 수 있는걸요
사랑해요 정말
한순간도 변함이 없어요
그대없는 빈자리도
사랑하며 살아갈게요
보고싶겠죠 그건 어쩔 수 없겠죠
하지만 힘들진 않게할게요
한동안 많이 아파
울다 지쳐 그대를 찾겠죠
신경쓰지 말아요
난 잠시뿐일 테니까
오 그래요 난 바보같지만
우리 지난 기억들
간직하며 홀로 지키고 있을게
한동안 많이 아파
울다 지쳐 그대를 찾겠죠
신경쓰지 말아요
난 잠시 뿐일 이별이니까"
추억,Daylight,"안되나봐요.. 잊는건
정말 이상하죠..
몇시간도 채 안됐는데 
벌써 보고 싶죠..
아직은 미소는 지을수 있죠
서두르진 않을 꺼예요
여유는 그대가 내게 남겨준 선물이죠..
눈부시게 흔들리는 daylight...
눈물자국들을 감춰줘..
속눈썹을 적셔오는 내 눈물을 알지 못하게..
왜 우리는 잃고 난 후에서야 
소중함을 알게되는지..
곁에 있어 당연하게 느낀
embrace Your light~ My Love..

마지막으로 다툰날 자꾸 후회되죠..
심한말들로 상처준건 진심이 아닌데..
아직은 미소는 지을수 있죠
서두르진 않을 꺼예요
여유는 그대가 내게 남겨준 선물이죠..
눈부시게 흔들리는 daylight...
눈물자국들을 감춰줘..
속눈썹을 적셔오는 내 눈물을 알지 못하게..
왜 우리는 잃고 난 후에서야
소중함을 알게되는지..
곁에있어 당연하게 느낀
embrace Your light~ My Love..
곁에있어 당연하게 느낀
embrace Your light~ My Love.."
추억,잔소리,"아무일 없지 지낼만 하지 거 봐 괜찮다고 했잖아 
장난기 어린 네 맑은 음성이 하루종일 내 곁에 있곤 해 

어딜 가든지 내가 무얼 하든지 혼자 내버려 두질 않아 
무얼 먹어야 할지 무얼 입어야 할지 
가면 갈수록 더해지는 너의 잔소리 

그래서 눈물 나 
내 귓가에 네가 있는데 너를 볼 수 없다는게 그게 너무 슬퍼서 

그래서 눈물 나 
내 가슴에 살아 있는 널 너무 보고 싶어서 너무 보고 싶어서 너무 아파 

저 여잔 어때 자꾸 등을 떠밀어 다른 여잘 만나게 해도 
열 번이면 열 번다 이뤄질 수 없었고 그런 날이면 전쟁 같은 너의 잔소리 

그래서 눈물 나 
나 그렇게 누굴 만나면 이제 다신 내 귓가에 오지 않을 너라서 

그래서 눈물 나 
너 그렇게 보내 버리면 니가 보고 싶어서 너무나 보고 싶어서 눈물이 나 

어쩜 이렇게 아플까 가슴 터질 것처럼 
그저 너 하나 없는 것 일뿐인데 

그래서 눈물 나 
이 세상이 해준 것 보다 니가 내게 해준 것이 너무 나도 많아서 

그래서 눈물 나 
널 더 이상 듣지 못한 채 주먹만 한 가슴에 
너를 살게 하는 게 미안해서 
"
추억,Because I Love You,"그 누가 뭐래도 넌 내 여자
이 세상 유일한 넌 내 여자
바래왔던 마지막 내 사랑이
그게 너라서 고마워
그 누가 뭐래도 난 네 남자
하늘이 정해준 난 네 남자
따뜻한 너의 사랑을 알게 해줬어
내가 살아야 하는 그 이유
Because I love u
Because I love u so much
내가 그댈 사랑하기 때문에
Because I love u
Because I love u so much
내 모든 사랑 숨김없이 다 줄게
내가 그댈 사랑하기 때문에
난 그대 위해 태어난 남자
그댄 날 위해 태어난 여자 
따뜻한 너의 사랑을 가르쳐 줬어
내가 숨쉬는 이유
내가 살아야 하는 그 이유
Because I love u
Because I love u so much 
내가 그댈 사랑하기 때문에
Because I love u
Because I love u so much
널 위한 사랑 아낌없이 다 줄게
너라서 고마워 내 사랑
너여서 고마워 내 사랑
또 다시 태어나도
나의 사랑으로 태어나줘
Baby I love you
Baby I need you so much
영원히 그댄 사랑이기 때문에
Because I love u
Because I love u so much
내가 그댈 나 오직 그댈
사랑하기 때문에
Because I love u
Because I love u
Because I love u
Because I love u"
추억,제자리 걸음,"죽도록 힘겨워도
몸서리치게 외로워도
너를 그리워하지 않는 게
더 쓸쓸한 일인데
늘 네 생각 하나에 살고
하룰 다 써도 모자라서
다음 날도 그 다음 날에도
더해가는 그리움에
또 하루가 흘러 또 한 달이 흘러
일년이라는 시간이 흘러
자꾸만 느는 거짓말 같은 날이
날 반기지만
천 걸음을 가도 만 걸음을 걸어도
난 언제나 제자리 걸음
떠나고 싶어도 못 떠나
네가 와줄까 봐
네 소리에 심장이 멎고
너의 미소에 몸이 굳어
사랑한다 너를 사랑한다
입술조차 떼기 전에
또 하루가 흘러 또 한 달이 흘러
일년이라는 시간이 흘러
자꾸만 느는 거짓말 같은 말이
날 반기지만
천 걸음을 가도 만 걸음을 걸어도
난 언제나 제자리 걸음
떠나고 싶어도 못 떠나
네가 와줄까 봐
왜 항상 사랑은 받는
너에게 관대한 거니
이렇게 널 잊지 못한
네 앞에서 눈물 나게 하면서
잊는 것보다 아픈 게
나은 거라 난 믿으니까
안 돌아와도 돼 날 사랑 안 해도 돼
넌 내 안에 제자리 걸음
보내고 싶어도 못 보내
널 사랑하니까"
추억,닮았잖아,"꿈속에서 니 손을 잡는 나의 헛된 상상이 
아직도 그려져 잠을 설치고 
땀에 젖은 채 다시 잠들어 
아침엔 아무일 없는 듯 담담하게 일어나 
운동하고 거울 속 얼굴에 묻은 
내 눈물의 흔적을 없애려 세수를 해 
하지만 너는 남아 있어 
너의 웃음소리가 들려 
어떻게 해도 지워낼 수가 없는 걸 
날 예뻐하던 너의 마음이 
아직도 내 속에 사는 것 같은데 
우리 왜 헤어졌니 정말 
닮았잖아 너무 행복했었잖아 
아무리 노력해도 널 내 꿈 속에서 
버릴 수 없을 것만 같아 
I'm missing you 

계속 생각나는 걸 오~ 
평생 함께하자는 그 약속 
아직도 나에겐 떠나지 않아 
이렇게 아파하며 살아가 
너의 웃음소리가 들려 
어떻게 해도 지워낼 수가 없는 걸 
날 예뻐하던 너의 마음이 
아직도 내 속에 사는 것 같은데 
우리 왜 헤어졌니 정말 
닮았잖아 너무도 행복했었잖아 
아무리 노력해도 너를 
나의 꿈속에서 버릴 수가 없어"
추억,만약에 말야 (화생방실 클레오파트라) ,"만약에 말야 우리 
조금 어렸었다면 
지금 어땠었을까
만약에 말야 우리 
지금 이럴 거라면 
후회 하진 않을까
세월에 닫혀진 우리의 연이
더는 허락되어 지지 않아도
Woo 만약에 말야 우리 
조금 어렸었다면 
지금 어땠었을까
만약에 말야 우리 
지금 이럴 거라면 
후회 하진 않을까
세월에 닫혀진 우리의 날이
이젠 바랜 기억뿐일지라도
Woo 만약에 말야 우리 
조금 어렸었다면 
지금 어땠었을까
만약에 말야 우리 
지금 이럴 거라면 
후회 하진 않을까
만약에 말야 만약에 말야
Woo 만약에 말야 우리 
같은 마음이라면 
다시 되돌아볼까
만약에 말야 우리 
정말 사랑했다면 
지워 낼 수 있을까
만약에 말야 "
추억,"수고했어, 오늘도","세상 사람들 모두
정답을 알긴 할까
힘든 일은
왜 한번에 일어날까
나에게 실망한 하루
눈물이 보이기 싫어
의미 없이
밤 하늘만 바라봐
작게 열어둔
문틈 사이로
슬픔 보다 더 큰
외로움이 다가와 더 날
수고했어 오늘도
아무도 너의 슬픔에
관심 없대도
난 늘 응원해
수고했어 오늘도

빛이 있다고
분명 있다고
믿었던 길마저
흐릿해져 점점 더 날
수고했어 오늘도
아무도 너의 슬픔에
관심 없대도
난 늘 응원해
수고했어 수고했어
수고했어 오늘도

수고했어 오늘도
아무도 너의 슬픔에
관심 없대도
난 늘 응원해
수고했어 오늘도
"
추억,흑백사진,"아주 오래 전 눈이 커다란 
소녀를 봤어 긴 생머리에 
예쁜 교복이 너무 잘 어울렸어 
너의 그림자를 따라 걸었지 
두근대는 가슴 몰래 감추며 
어느새 너는 눈이 따스한 
숙녀가 됐어 아름다움에 
물들어가는 너를 바라보면서 
너는 신이 주신 선물이라고 
축복일거라고 감사해 
감히 사랑한다고 말할까 
조금 더 기다려볼까 
그렇게 멀리서 널 사랑해왔어 
내겐 너무나 소중한 너 
다가 설 수도 없었던 나 
그래도 나 이렇게 행복한 걸 
아직도 나는 너의 뒤에서 
애태우지만 시간이 흘러 
아주 먼 훗날 
그땐 얘기 해 줄께 
니가 얼마나 날 웃게 했는지 
설레게 했는지 감사해 
감히 사랑한다고 말할까 
조금 더 기다려볼까 
그렇게 멀리서 널 사랑해 왔어 
내겐 너무나 소중한 너 
다가설 수도 없었던 
나 그래도 나 이렇게 행복한 걸 
가끔은 두려운 거야 
혹시라도 내가 잊을 까봐 
그대 소리쳐 이름 부를까 
그럼 내 사랑 들릴까 
그렇게 멀리서 나 망설여왔어 
내게 세상을 선물한 너
무엇도 줄 수 없었던 
나 그래서 나 웃어도 눈물인 걸"
