"aa","Freq"
"2974","시드",2
"2975","시험하",2
"2976","신고서",2
"2977","신기",2
"2978","신비하",2
"2979","신이",2
"2980","신호",2
"2981","실감",2
"2982","실망하",2
"2983","싫어하",2
"2984","심각",2
"2985","심도",2
"2986","싸늘",2
"2987","쌈빡하",2
"2988","쌔앵",2
"2989","쓰디쓰",2
"2990","쓰지마",2
"2991","아름",2
"2992","아슬하",2
"2993","아이라",2
"2994","아홉",2
"2995","안개꽃",2
"2996","안내도",2
"2997","안식처",2
"2998","알아차리",2
"2999","암만",2
"3000","앞뒤",2
"3001","야경",2
"3002","약속되",2
"3003","약이",2
"3004","약해",2
"3005","얌전히",2
"3006","어간",2
"3007","어긋나",2
"3008","어깨동무",2
"3009","어다",2
"3010","어둔",2
"3011","어떻하",2
"3012","어른어른",2
"3013","어어어",2
"3014","어이",2
"3015","어장",2
"3016","어젯밤",2
"3017","어진",2
"3018","어쩌다가",2
"3019","억지",2
"3020","언덕",2
"3021","얼룩지",2
"3022","얽매이",2
"3023","업고",2
"3024","엉키",2
"3025","에이",2
"3026","엔딩",2
"3027","엔진",2
"3028","여느",2
"3029","여우",2
"3030","여친",2
"3031","연기",2
"3032","연속",2
"3033","연연",2
"3034","열정",2
"3035","열한",2
"3036","영혼",2
"3037","예상",2
"3038","옛날",2
"3039","오늘부",2
"3040","오른쪽",2
"3041","오붓",2
"3042","온대",2
"3043","온밤",2
"3044","온전",2
"3045","올라가",2
"3046","옮기",2
"3047","옷차림",2
"3048","와닿",2
"3049","완벽",2
"3050","완전하",2
"3051","외면",2
"3052","외출",2
"3053","외투",2
"3054","우후",2
"3055","운동",2
"3056","운동화",2
"3057","울음",2
"3058","웃음소리",2
"3059","원한",2
"3060","월급봉투",2
"3061","위리",2
"3062","위험하",2
"3063","유혹",2
"3064","으니까요",2
"3065","으러",2
"3066","으려는",2
"3067","으리라",2
"3068","으리라고",2
"3069","은가",2
"3070","은빛",2
"3071","은하수",2
"3072","을걸",2
"3073","을수록",2
"3074","음식",2
"3075","음음음",2
"3076","음음음음음",2
"3077","의식",2
"3078","의심하",2
"3079","이글",2
"3080","이년",2
"3081","이따",2
"3082","이러고",2
"3083","이르",2
"3084","이리하",2
"3085","이마",2
"3086","이만큼",2
"3087","이맘때",2
"3088","이벤트",2
"3089","이성",2
"3090","이에",2
"3091","이판사판",2
"3092","이팔청춘",2
"3093","인가",2
"3094","인순이",2
"3095","일구",2
"3096","일방",2
"3097","일주일",2
"3098","입도",2
"3099","입속",2
"3100","입어",2
"3101","입장",2
"3102","자갈치시장",2
"3103","자국",2
"3104","자는",2
"3105","자니",2
"3106","자라나",2
"3107","자면",2
"3108","자지",2
"3109","자책",2
"3110","작별",2
"3111","잔뜩",2
"3112","장도",2
"3113","장미",2
"3114","장점",2
"3115","잦아들",2
"3116","재미",2
"3117","재촉하",2
"3118","잿빛",2
"3119","저가",2
"3120","저냥",2
"3121","저만치",2
"3122","저편",2
"3123","적당",2
"3124","점일",2
"3125","점핑",2
"3126","접어",2
"3127","정도",2
"3128","정말루",2
"3129","정신없",2
"3130","정해진",2
"3131","조PD",2
"3132","조각",2
"3133","조개",2
"3134","조그맣",2
"3135","조이",2
"3136","종이",2
"3137","주니어",2
"3138","주름",2
"3139","주어지",2
"3140","주질",2
"3141","죽이",2
"3142","줄다리기",2
"3143","중독",2
"3144","즐거움",2
"3145","증발하",2
"3146","지구",2
"3147","지느",2
"3148","지독",2
"3149","지렁이",2
"3150","지마는",2
"3151","지붕",2
"3152","지상",2
"3153","지옥",2
"3154","지은",2
"3155","지켜보",2
"3156","지혜",2
"3157","직선",2
"3158","질리",2
"3159","질문",2
"3160","질퍽",2
"3161","집어",2
"3162","찢어지",2
"3163","차곡차곡",2
"3164","차도",2
"3165","차차",2
"3166","차츰",2
"3167","찰라",2
"3168","창백",2
"3169","책임",2
"3170","척하",2
"3171","천년",2
"3172","철이",2
"3173","첨부",2
"3174","첫날",2
"3175","쳇바퀴",2
"3176","초록",2
"3177","초인종",2
"3178","초침",2
"3179","추스르",2
"3180","출석",2
"3181","취미",2
"3182","치마",2
"3183","치맛자락",2
"3184","치이",2
"3185","치지",2
"3186","친절하",2
"3187","친하",2
"3188","침착하",2
"3189","카페인",2
"3190","코끝",2
"3191","코코넛",2
"3192","코트",2
"3193","콩떡하",2
"3194","쿨럭",2
"3195","큰일",2
"3196","키스하",2
"3197","터덜터덜",2
"3198","터뜨리",2
"3199","털어놓",2
"3200","텀블러",2
"3201","텐트",2
"3202","토닥이",2
"3203","통증",2
"3204","퇴색하",2
"3205","툭툭",2
"3206","툴툴",2
"3207","파고",2
"3208","파리바",2
"3209","팽이",2
"3210","펑펑",2
"3211","편견",2
"3212","푸르름",2
"3213","풋사랑",2
"3214","프리지아",2
"3215","필수",2
"3216","하나라",2
"3217","하날",2
"3218","하트",2
"3219","학생",2
"3220","한두",2
"3221","한아름",2
"3222","한쪽",2
"3223","할퀴",2
"3224","합치",2
"3225","해결하",2
"3226","해질녘",2
"3227","핸드폰",2
"3228","행선지",2
"3229","향긋",2
"3230","향이",2
"3231","허공",2
"3232","허물",2
"3233","헐겁",2
"3234","헤매이",2
"3235","헤아리",2
"3236","현재",2
"3237","호수",2
"3238","홍대",2
"3239","화나",2
"3240","화초",2
"3241","화해하",2
"3242","환히",2
"3243","황금빛",2
"3244","황홀하",2
"3245","후리지아",2
"3246","훔쳐보",2
"3247","휘파람",2
"3248","휴식",2
"3249","흐느끼",2
"3250","흐트러뜨리",2
"3251","흐트리",2
"3252","흔들흔들",2
"3253","흘러나오",2
"3254","흘러내리",2
"3255","흩어지",2
"3256","힐링하",2
"3257","10",1
"3258","100",1
"3259","1234",1
"3260","1999",1
"3261","2006",1
"3262","237",1
"3263","50",1
"3264","714",1
"3265","About",1
"3266","AFRAID",1
"3267","album",1
"3268","Allways",1
"3269","along",1
"3270","already",1
"3271","amore",1
"3272","another",1
"3273","Anymore",1
"3274","around",1
"3275","Art",1
"3276","as",1
"3277","ask",1
"3278","Atlantis",1
"3279","attack",1
"3280","bad",1
"3281","bag",1
"3282","bang",1
"3283","BE",1
"3284","bed",1
"3285","Been",1
"3286","beg",1
"3287","begin",1
"3288","Bell",1
"3289","belong",1
"3290","best",1
"3291","Bet",1
"3292","better",1
"3293","Better",1
"3294","between",1
"3295","biin",1
"3296","BIKINI",1
"3297","Bingo",1
"3298","birthday",1
"3299","blind",1
"3300","Blooms",1
"3301","Blow",1
"3302","blues",1
"3303","boout",1
"3304","both",1
"3305","bounce",1
"3306","bout",1
"3307","brain",1
"3308","Brave",1
"3309","Brew",1
"3310","bring",1
"3311","broken",1
"3312","burn",1
"3313","Burning",1
"3314","Bus",1
"3315","businessman",1
"3316","buzzing",1
"3317","calm",1
"3318","capital",1
"3319","capri",1
"3320","Car",1
"3321","carry",1
"3322","cececwsdvs",1
"3323","chance",1
"3324","checking",1
"3325","cherry",1
"3326","cho",1
"3327","christopher",1
"3328","chune",1
"3329","civic",1
"3330","Clean",1
"3331","Close",1
"3332","club",1
"3333","coffe",1
"3334","comming",1
"3335","common",1
"3336","COOL",1
"3337","could",1
"3338","Count",1
"3339","Couple",1
"3340","crack",1
"3341","CRAZY",1
"3342","cream",1
"3343","cup",1
"3344","cvmkl",1
"3345","dafied",1
"3346","dancing",1
"3347","Dang",1
"3348","dashing",1
"3349","Dat",1
"3350","days",1
"3351","de",1
"3352","Dear",1
"3353","dedicate",1
"3354","dedicated",1
"3355","dejavu",1
"3356","dem",1
"3357","Depp",1
"3358","destiny",1
"3359","dever",1
"3360","DHA",1
"3361","diamond",1
"3362","digit",1
"3363","dis",1
"3364","Disrespect",1
"3365","Dive",1
"3366","DON",1
"3367","DONE",1
"3368","double",1
"3369","Double",1
"3370","Dre",1
"3371","Drive",1
"3372","Drop",1
"3373","ds",1
"3374","edge",1
"3375","Ending",1
"3376","Enjoy",1
"3377","eventually",1
"3378","Everlasting",1
"3379","Every",1
"3380","Everything",1
"3381","Excuse",1
"3382","Fall",1
"3383","Fancy",1
"3384","fashion",1
"3385","Favorite",1
"3386","feelin",1
"3387","fire",1
"3388","Fire",1
"3389","first",1
"3390","flow",1
"3391","Flyer",1
"3392","FOR",1
"3393","fore",1
"3394","Forth",1
"3395","Four",1
"3396","Friday",1
"3397","full",1
"3398","functions",1
"3399","funk",1
"3400","future",1
"3401","garden",1
"3402","gentleman",1
"3403","gentlemen",1
"3404","getting",1
"3405","Getting",1
"3406","GIRL",1
"3407","girls",1
"3408","glad",1
"3409","God",1
"3410","goodbye",1
"3411","gosh",1
"3412","GOT",1
"3413","group",1
"3414","grow",1
"3415","guess",1
"3416","halo",1
"3417","hands",1
"3418","Hang",1
"3419","Harmony",1
"3420","hatch",1
"3421","haters",1
"3422","Heads",1
"3423","Healing",1
"3424","Heartbeat",1
"3425","Heaven",1
"3426","heavenly",1
"3427","higga",1
"3428","Hips",1
"3429","hmm",1
"3430","Hmm",1
"3431","ho",1
"3432","honey",1
"3433","HONEY",1
"3434","Hotter",1
"3435","How",1
"3436","Hu",1
"3437","hug",1
"3438","hurry",1
"3439","hurts",1
"3440","hype",1
"3441","industry",1
"3442","info",1
"3443","Inside",1
"3444","introduce",1
"3445","Introduce",1
"3446","Is",1
"3447","isit",1
"3448","issue",1
"3449","jack",1
"3450","Johnny",1
"3451","Jr",1
"3452","key",1
"3453","kg",1
"3454","kid",1
"3455","kind",1
"3456","KTP",1
"3457","kuh",1
"3458","ladies",1
"3459","Ladies",1
"3460","legit",1
"3461","LET",1
"3462","lets",1
"3463","lie",1
"3464","listener",1
"3465","livin",1
"3466","Looking",1
"3467","lost",1
"3468","Lovely",1
"3469","low",1
"3470","Lucky",1
"3471","luv",1
"3472","Luv",1
"3473","luxury",1
"3474","lying",1
"3475","lyrical",1
"3476","mad",1
"3477","Magic",1
"3478","MAKE",1
"3479","Making",1
"3480","mane",1
"3481","mc",1
"3482","MC",1
"3483","memory",1
"3484","mi",1
"3485","might",1
"3486","Mighty",1
"3487","Mind",1
"3488","missing",1
"3489","Moment",1
"3490","Monday",1
"3491","mood",1
"3492","Mood",1
"3493","moonlight",1
"3494","More",1
"3495","most",1
"3496","Mouth",1
"3497","Move",1
"3498","movie",1
"3499","Mr",1
"3500","music",1
"3501","Music",1
"3502","Must",1
"3503","MVP",1
"3504","Mystery",1
"3505","near",1
"3506","nobody",1
"3507","nu",1
"3508","Ocean",1
"3509","Of",1
"3510","or",1
"3511","ounce",1
"3512","our",1
"3513","pass",1
"3514","pd",1
"3515","Peace",1
"3516","People",1
"3517","phone",1
"3518","phones",1
"3519","pimpin",1
"3520","play",1
"3521","Play",1
"3522","Pops",1
"3523","present",1
"3524","pretty",1
"3525","Princess",1
"3526","properly",1
"3527","put",1
"3528","queen",1
"3529","Radar",1
"3530","radio",1
"3531","rap",1
"3532","rapper",1
"3533","Rappy",1
"3534","red",1
"3535","relax",1
"3536","Rewind",1
"3537","rhyme",1
"3538","ride",1
"3539","rollercoaster",1
"3540","same",1
"3541","Sapphire",1
"3542","SATISFACTION",1
"3543","Saturday",1
"3544","SAY",1
"3545","scan",1
"3546","scene",1
"3547","screamin",1
"3548","sd",1
"3549","seduction",1
"3550","self",1
"3551","Shiny",1
"3552","Shock",1
"3553","shot",1
"3554","Show",1
"3555","shower",1
"3556","showtime",1
"3557","shut",1
"3558","SHY",1
"3559","sick",1
"3560","sip",1
"3561","sir",1
"3562","sit",1
"3563","SK",1
"3564","Skin",1
"3565","smart",1
"3566","smooth",1
"3567","snap",1
"3568","Snorkeling",1
"3569","SO",1
"3570","soda",1
"3571","sometimes",1
"3572","someting",1
"3573","sooth",1
"3574","sorry",1
"3575","sound",1
"3576","sparkling",1
"3577","SPECIAL",1
"3578","Spring",1
"3579","sprit",1
"3580","stare",1
"3581","Starry",1
"3582","steal",1
"3583","Strange",1
"3584","Strawberry",1
"3585","street",1
"3586","style",1
"3587","such",1
"3588","Sugar",1
"3589","Sunday",1
"3590","Sunrise",1
"3591","Sunset",1
"3592","Sunsetbar",1
"3593","Super",1
"3594","superman",1
"3595","swag",1
"3596","sweater",1
"3597","Sweating",1
"3598","Sweety",1
"3599","SWEETY",1
"3600","Switch",1
"3601","swow",1
"3602","Tape",1
"3603","telling",1
"3604","Thank",1
"3605","them",1
"3606","Them",1
"3607","There",1
"3608","Thursday",1
"3609","Ticket",1
"3610","tight",1
"3611","Today",1
"3612","track",1
"3613","tru",1
"3614","True",1
"3615","Tuesday",1
"3616","Turn",1
"3617","Turning",1
"3618","Turtles",1
"3619","Uh",1
"3620","umm",1
"3621","ur",1
"3622","Vacation",1
"3623","Vanilla",1
"3624","Wa",1
"3625","Wait",1
"3626","WAITING",1
"3627","wake",1
"3628","wanted",1
"3629","watched",1
"3630","water",1
"3631","weather",1
"3632","Weather",1
"3633","Wednesday",1
"3634","well",1
"3635","wherever",1
"3636","Wherever",1
"3637","Whipping",1
"3638","Widda",1
"3639","wings",1
"3640","winter",1
"3641","wit",1
"3642","wo",1
"3643","won",1
"3644","wonderland",1
"3645","word",1
"3646","worry",1
"3647","Wow",1
"3648","writers",1
"3649","wrong",1
"3650","yah",1
"3651","yall",1
"3652","yamy",1
"3653","year",1
"3654","zero",1
"3655","가게",1
"3656","가녀리",1
"3657","가늠",1
"3658","가든",1
"3659","가랑비",1
"3660","가로막",1
"3661","가린",1
"3662","가뭄",1
"3663","가버리",1
"3664","가세",1
"3665","가습기",1
"3666","가식",1
"3667","가을바람",1
"3668","가짜",1
"3669","각도",1
"3670","간도",1
"3671","간만",1
"3672","간직되",1
"3673","간질간질",1
"3674","갈갈이",1
"3675","갈색",1
"3676","갈치",1
"3677","감각",1
"3678","감당하",1
"3679","강가",1
"3680","강강수월래",1
"3681","강렬",1
"3682","강물",1
"3683","강요하",1
"3684","강해",1
"3685","강해진",1
"3686","같잖",1
"3687","개구쟁이",1
"3688","개월",1
"3689","거라고",1
"3690","거르",1
"3691","거리에서",1
"3692","거스르",1
"3693","거의",1
"3694","거창",1
"3695","거침없",1
"3696","건드리",1
"3697","건들",1
"3698","건들거리",1
"3699","건들건들",1
"3700","건만",1
"3701","걸림돌",1
"3702","걸요",1
"3703","검색",1
"3704","겁내",1
"3705","겉옷",1
"3706","게으르",1
"3707","겨누",1
"3708","겨우내",1
"3709","겨울날",1
"3710","겨울잠",1
"3711","겨웁",1
"3712","결심하",1
"3713","결정하",1
"3714","결코",1
"3715","경험하",1
"3716","계속하",1
"3717","고급",1
"3718","고달프",1
"3719","고독하",1
"3720","고되",1
"3721","고로",1
"3722","고민되",1
"3723","고생",1
"3724","고쳐",1
"3725","고추",1
"3726","고향",1
"3727","골목",1
"3728","골목대장",1
"3729","골치",1
"3730","공치",1
"3731","공터",1
"3732","공항",1
"3733","과도하",1
"3734","과분",1
"3735","관념",1
"3736","관대",1
"3737","관음",1
"3738","광기",1
"3739","광란",1
"3740","광야",1
"3741","괴로워하",1
"3742","교과서",1
"3743","교복",1
"3744","교실",1
"3745","교외",1
"3746","구릿빛",1
"3747","구석",1
"3748","구속",1
"3749","구원",1
"3750","구하",1
"3751","국그릇",1
"3752","국화",1
"3753","군인",1
"3754","굴복하",1
"3755","굽실대",1
"3756","굽이굽이",1
"3757","굽히",1
"3758","귀와",1
"3759","귓속",1
"3760","그기",1
"3761","그깟",1
"3762","그네",1
"3763","그늘지",1
"3764","그딴",1
"3765","그라운드",1
"3766","그러나",1
"3767","그려내",1
"3768","그만큼",1
"3769","그전",1
"3770","그치만",1
"3771","극복하",1
"3772","근심",1
"3773","근육",1
"3774","근처",1
"3775","근하",1
"3776","글귀",1
"3777","글쎄",1
"3778","금가루",1
"3779","금빛",1
"3780","급히",1
"3781","기대서",1
"3782","기르",1
"3783","기막히",1
"3784","기만",1
"3785","기만하",1
"3786","기본",1
"3787","기부",1
"3788","기쁨조",1
"3789","기억력",1
"3790","기울",1
"3791","기전",1
"3792","기준",1
"3793","기지개",1
"3794","기특",1
"3795","긴긴",1
"3796","긴장",1
"3797","길거리",1
"3798","길들이",1
"3799","김중배",1
"3800","김치찌개",1
"3801","깊숙이",1
"3802","까무라치",1
"3803","까불",1
"3804","깜깜",1
"3805","깨닫",1
"3806","꺼꾸로",1
"3807","껄끄럽",1
"3808","꼬마",1
"3809","꼬시",1
"3810","꼭꼭",1
"3811","꼼짝",1
"3812","꽁치",1
"3813","꽂히",1
"3814","꽃다발",1
"3815","꽃집",1
"3816","꾸물대",1
"3817","꾸짖",1
"3818","꿈틀거리",1
"3819","끄덕이",1
"3820","끈적이",1
"3821","끊어지",1
"3822","끙끙대",1
"3823","끝끝내",1
"3824","끼우",1
"3825","ㄴ다지만",1
"3826","나긋",1
"3827","나른",1
"3828","나른히",1
"3829","나뭇잎",1
"3830","나발",1
"3831","나빠지",1
"3832","나선",1
"3833","나아가",1
"3834","나약하",1
"3835","나일",1
"3836","나직이",1
"3837","나타",1
"3838","난대",1
"3839","난데",1
"3840","날밤",1
"3841","날아다니",1
"3842","날카롭",1
"3843","남녀",1
"3844","남녀노소",1
"3845","남몰래",1
"3846","남친",1
"3847","낭비",1
"3848","낭비하",1
"3849","낮잠",1
"3850","내다보",1
"3851","내던지",1
"3852","내비",1
"3853","내비치",1
"3854","내뻗",1
"3855","내뿜",1
"3856","내색",1
"3857","내색하",1
"3858","내세우",1
"3859","내쉬",1
"3860","내음",1
"3861","내일모레",1
"3862","내자",1
"3863","내주",1
"3864","냐는",1
"3865","넘쳐흐르",1
"3866","네버",1
"3867","녀석",1
"3868","노라",1
"3869","노랗",1
"3870","노랫말",1
"3871","노력",1
"3872","노루",1
"3873","노소",1
"3874","노조",1
"3875","노출",1
"3876","노트북",1
"3877","녹색",1
"3878","놀이",1
"3879","눈물샘",1
"3880","눈알",1
"3881","뉴스",1
"3882","느네",1
"3883","느니",1
"3884","느닷없이",1
"3885","느릿",1
"3886","는다네",1
"3887","는단",1
"3888","는데요",1
"3889","늘어지",1
"3890","늦봄",1
"3891","늦추",1
"3892","니모",1
"3893","니트",1
"3894","다그치",1
"3895","다름",1
"3896","다릴",1
"3897","다만",1
"3898","다물",1
"3899","다시다",1
"3900","다야",1
"3901","다양하",1
"3902","다이어트",1
"3903","다정히",1
"3904","다주",1
"3905","다행히",1
"3906","닥치",1
"3907","단골",1
"3908","단다",1
"3909","단순하",1
"3910","달달하",1
"3911","달력",1
"3912","달수",1
"3913","담아내",1
"3914","당당히",1
"3915","당돌",1
"3916","당황",1
"3917","대고",1
"3918","대놓고",1
"3919","대립하",1
"3920","대면",1
"3921","대보",1
"3922","대수",1
"3923","대야",1
"3924","대요",1
"3925","대책",1
"3926","던걸",1
"3927","던걸요",1
"3928","던데",1
"3929","덜덜",1
"3930","덜덜덜",1
"3931","덜떨어지",1
"3932","덜컥",1
"3933","덤벙대",1
"3934","덧없",1
"3935","덧칠하",1
"3936","덩그라니",1
"3937","덩달",1
"3938","덮치",1
"3939","데이",1
"3940","도끼",1
"3941","도덕",1
"3942","도둑",1
"3943","도미노",1
"3944","도박",1
"3945","도시락",1
"3946","도안되",1
"3947","도와주",1
"3948","돋치",1
"3949","돌려주",1
"3950","돌이키",1
"3951","동공",1
"3952","동산",1
"3953","동화",1
"3954","되돌아가",1
"3955","되돌아보",1
"3956","되짚",1
"3957","두개",1
"3958","두근",1
"3959","두둥실",1
"3960","두말하",1
"3961","두서없",1
"3962","두시",1
"3963","둘러싸",1
"3964","뒤늦",1
"3965","뒷자리",1
"3966","뒷통수",1
"3967","듀스",1
"3968","드럽",1
"3969","드레스",1
"3970","듣기",1
"3971","들르",1
"3972","들썩들썩",1
"3973","들어서",1
"3974","들여놓",1
"3975","들여다보",1
"3976","들이마시",1
"3977","들킬",1
"3978","듬뿍",1
"3979","듬직",1
"3980","등교",1
"3981","디디",1
"3982","딱지",1
"3983","딴생각",1
"3984","땅거미",1
"3985","때마침",1
"3986","떠나버리",1
"3987","떠돌",1
"3988","떠밀",1
"3989","떠밀리",1
"3990","떠오",1
"3991","떼쓰",1
"3992","똥그랗",1
"3993","뚫어지",1
"3994","뛰놀",1
"3995","뛰어오르",1
"3996","뜨거움",1
"3997","뜨거워지",1
"3998","뜯기",1
"3999","뜻대로",1
"4000","뜻하",1
"4001","띄우",1
"4002","ㄹ거야",1
"4003","ㄹ는지",1
"4004","ㄹ라",1
"4005","ㄹ지라도",1
"4006","ㄹ텐데",1
"4007","라구",1
"4008","라네",1
"4009","라는지",1
"4010","라니",1
"4011","라니까",1
"4012","라면서",1
"4013","라지",1
"4014","라지만",1
"4015","랄까",1
"4016","랩퍼",1
"4017","런지",1
"4018","레벨",1
"4019","레스토랑",1
"4020","려도",1
"4021","리라는",1
"4022","리리",1
"4023","마구",1
"4024","마네",1
"4025","마디",1
"4026","마리아",1
"4027","마릴린",1
"4028","마음가짐",1
"4029","마음하",1
"4030","마주앉",1
"4031","마침표",1
"4032","마하",1
"4033","막아서",1
"4034","막차",1
"4035","만리",1
"4036","만인",1
"4037","만점",1
"4038","만화방",1
"4039","말라가",1
"4040","말속",1
"4041","말썽",1
"4042","말씀하",1
"4043","맙소사",1
"4044","맛보기",1
"4045","망쳐놓",1
"4046","망하",1
"4047","맞대",1
"4048","맞이",1
"4049","맞잡",1
"4050","매우",1
"4051","맥주",1
"4052","머리칼",1
"4053","머린",1
"4054","머릿",1
"4055","먼동",1
"4056","먼로",1
"4057","먼지",1
"4058","멈칫",1
"4059","메스껍",1
"4060","메우",1
"4061","메이",1
"4062","메이커",1
"4063","멘트",1
"4064","면도",1
"4065","면허",1
"4066","명일",1
"4067","명칭",1
"4068","명하",1
"4069","몇몇",1
"4070","모기",1
"4071","모네",1
"4072","모서리",1
"4073","모카",1
"4074","모태",1
"4075","모텔",1
"4076","목도리",1
"4077","목련",1
"4078","몰라주",1
"4079","몸부림",1
"4080","몸서리",1
"4081","몸서리치",1
"4082","못난이",1
"4083","못다",1
"4084","못잊어",1
"4085","몽땅",1
"4086","몽롱",1
"4087","무기",1
"4088","무너뜨리",1
"4089","무대",1
"4090","무던",1
"4091","무라",1
"4092","무렵",1
"4093","무박",1
"4094","무심히",1
"4095","무안",1
"4096","무정",1
"4097","무지",1
"4098","무지무지",1
"4099","무진",1
"4100","묶이",1
"4101","문득문득",1
"4102","문자",1
"4103","문제없",1
"4104","문턱",1
"4105","묻어나",1
"4106","물감",1
"4107","물구나무",1
"4108","물끄러미",1
"4109","물방울",1
"4110","물씬",1
"4111","물음표",1
"4112","미끄러지",1
"4113","미니스커트",1
"4114","미로",1
"4115","미묘",1
"4116","미신",1
"4117","믹스",1
"4118","민둥산",1
"4119","민박",1
"4120","민트",1
"4121","민폐",1
"4122","밀당",1
"4123","밀당하",1
"4124","밀치",1
"4125","바가지",1
"4126","바깥",1
"4127","바닥",1
"4128","바닷",1
"4129","바라바",1
"4130","바람둥이",1
"4131","바비",1
"4132","반가워하",1
"4133","반대편",1
"4134","반드시",1
"4135","반말하",1
"4136","반복",1
"4137","반역자",1
"4138","반장",1
"4139","발등",1
"4140","발병",1
"4141","발산",1
"4142","발음",1
"4143","발자국",1
"4144","밝아지",1
"4145","밤거리",1
"4146","밤공기",1
"4147","밤늦",1
"4148","밤바람",1
"4149","밤색",1
"4150","밤중",1
"4151","밥하",1
"4152","방구석",1
"4153","방식",1
"4154","방심하",1
"4155","방아쇠",1
"4156","방울",1
"4157","방이",1
"4158","방콕",1
"4159","방패연",1
"4160","방황하",1
"4161","배드민턴",1
"4162","배불",1
"4163","배어나",1
"4164","배웅",1
"4165","배워가",1
"4166","배탈",1
"4167","백그라운드",1
"4168","백수",1
"4169","백악관",1
"4170","백조",1
"4171","버핏",1
"4172","번데기",1
"4173","번도",1
"4174","번의",1
"4175","번진",1
"4176","번호",1
"4177","벌렁벌렁",1
"4178","벌레",1
"4179","벌벌",1
"4180","벌어지",1
"4181","벌이",1
"4182","베어",1
"4183","베일",1
"4184","벼랑",1
"4185","변함없",1
"4186","별거",1
"4187","별게",1
"4188","별꼴",1
"4189","별별",1
"4190","별수",1
"4191","별애",1
"4192","병들",1
"4193","보고서",1
"4194","보라색",1
"4195","보인",1
"4196","복숭아",1
"4197","복판",1
"4198","볼일",1
"4199","봉주르",1
"4200","봐주",1
"4201","부딪히",1
"4202","부르짖",1
"4203","부름",1
"4204","부메랑",1
"4205","부모",1
"4206","부스스",1
"4207","부시맨",1
"4208","부족",1
"4209","부지런히",1
"4210","부질",1
"4211","부질없이",1
"4212","부탁",1
"4213","북소리",1
"4214","북적대",1
"4215","분간",1
"4216","분명하",1
"4217","분쟁",1
"4218","불러내",1
"4219","불안도",1
"4220","불타",1
"4221","불편하",1
"4222","불평하",1
"4223","불행",1
"4224","붉히",1
"4225","블루",1
"4226","블루진",1
"4227","비교",1
"4228","비교하",1
"4229","비굴하",1
"4230","비단",1
"4231","비로소",1
"4232","비록",1
"4233","비롯",1
"4234","비루",1
"4235","비명",1
"4236","비바람",1
"4237","비상",1
"4238","비상금",1
"4239","비싸",1
"4240","비유하",1
"4241","비의",1
"4242","비좁",1
"4243","비타민",1
"4244","비트",1
"4245","비틀거리",1
"4246","비행",1
"4247","비행하",1
"4248","빈둥거리",1
"4249","빈둥대",1
"4250","빈말하",1
"4251","빈방",1
"4252","빈부",1
"4253","빈자리",1
"4254","빈틈없이",1
"4255","빗금",1
"4256","빠져나오",1
"4257","빠짐없이",1
"4258","빤히",1
"4259","빨간색",1
"4260","빨개지",1
"4261","빨린",1
"4262","빵빵",1
"4263","빼곡",1
"4264","빼곡히",1
"4265","뺀질뺀질",1
"4266","뻔히",1
"4267","뼛속",1
"4268","삐삐",1
"4269","삐에로",1
"4270","삐죽",1
"4271","삐치",1
"4272","사귀",1
"4273","사나이",1
"4274","사면",1
"4275","사무실",1
"4276","사반",1
"4277","사뿐",1
"4278","사인",1
"4279","사진첩",1
"4280","사치",1
"4281","살결",1
"4282","살랑",1
"4283","살만",1
"4284","살의",1
"4285","살피",1
"4286","삼천",1
"4287","삼팔선",1
"4288","상관없이",1
"4289","상사",1
"4290","새까맣",1
"4291","새내기",1
"4292","새벽하늘",1
"4293","새삼스럽",1
"4294","새삼스레",1
"4295","색색",1
"4296","색칠",1
"4297","샌들",1
"4298","생생",1
"4299","생수",1
"4300","생일",1
"4301","샤워",1
"4302","샴페인",1
"4303","서늘",1
"4304","서른",1
"4305","서먹",1
"4306","서버",1
"4307","서성",1
"4308","석양빛",1
"4309","선글라스",1
"4310","선명히",1
"4311","선반",1
"4312","선수",1
"4313","선율",1
"4314","설레설레",1
"4315","설마",1
"4316","설명",1
"4317","섭섭",1
"4318","성나",1
"4319","성모",1
"4320","성별",1
"4321","성수기",1
"4322","성실히",1
"4323","성의",1
"4324","성인",1
"4325","세수",1
"4326","세시",1
"4327","셔츠",1
"4328","소개하",1
"4329","소곤소곤",1
"4330","소낙비",1
"4331","소란하",1
"4332","소원",1
"4333","소음",1
"4334","소재",1
"4335","소주병",1
"4336","소중히",1
"4337","속도",1
"4338","속마음",1
"4339","속하",1
"4340","손깍지",1
"4341","손대",1
"4342","손도",1
"4343","손등",1
"4344","손목시계",1
"4345","손바닥",1
"4346","손보",1
"4347","솜털",1
"4348","쇼핑",1
"4349","수목",1
"4350","수수께끼",1
"4351","수야",1
"4352","수염",1
"4353","수영하",1
"4354","수월",1
"4355","수조",1
"4356","수줍어하",1
"4357","수척",1
"4358","수치",1
"4359","수퍼맨",1
"4360","수화",1
"4361","순수",1
"4362","순정",1
"4363","숨김없이",1
"4364","숨어들",1
"4365","쉼표",1
"4366","쉽사리",1
"4367","스스로",1
"4368","스웨터",1
"4369","스윗",1
"4370","스쿠터",1
"4371","스타",1
"4372","스트라이크",1
"4373","슬금",1
"4374","슬퍼하",1
"4375","습관되",1
"4376","습니까",1
